No,	 time,		 sec,	 TPG202 [mbar],	 TPG361_D1 [mbar],	 TPG361_D2 [mbar]
9,	12:45:11,	8,	9.950E+01,	1.320E+02,	1.190E+02
10,	12:45:12,	9,	1.126E+02,	1.380E+02,	1.260E+02
11,	12:45:13,	10,	1.205E+02,	1.470E+02,	1.350E+02
12,	12:45:15,	11,	1.242E+02,	1.560E+02,	1.420E+02
13,	12:45:16,	12,	1.279E+02,	1.630E+02,	1.500E+02
14,	12:45:17,	13,	1.314E+02,	1.700E+02,	1.580E+02
15,	12:45:19,	14,	1.383E+02,	1.780E+02,	1.630E+02
16,	12:45:20,	15,	1.419E+02,	1.830E+02,	1.700E+02
17,	12:45:21,	16,	1.419E+02,	1.900E+02,	1.760E+02
18,	12:45:23,	17,	1.524E+02,	1.980E+02,	1.840E+02
19,	12:45:24,	18,	1.557E+02,	2.110E+02,	1.910E+02
20,	12:45:25,	19,	1.593E+02,	2.200E+02,	1.960E+02
21,	12:45:27,	20,	1.662E+02,	2.310E+02,	2.000E+02
22,	12:45:28,	21,	1.696E+02,	2.450E+02,	2.080E+02
23,	12:45:29,	22,	1.730E+02,	2.550E+02,	2.180E+02
24,	12:45:31,	23,	1.800E+02,	2.630E+02,	2.300E+02
25,	12:45:32,	24,	1.835E+02,	2.760E+02,	2.400E+02
26,	12:45:33,	25,	1.869E+02,	2.860E+02,	2.520E+02
27,	12:45:35,	26,	1.939E+02,	2.980E+02,	2.620E+02
28,	12:45:36,	27,	1.973E+02,	3.100E+02,	2.730E+02
29,	12:45:37,	28,	2.028E+02,	3.190E+02,	2.830E+02
30,	12:45:38,	29,	2.062E+02,	3.300E+02,	2.900E+02
31,	12:45:40,	30,	2.097E+02,	3.390E+02,	3.020E+02
32,	12:45:41,	31,	2.131E+02,	3.490E+02,	3.140E+02
33,	12:45:42,	33,	2.201E+02,	3.580E+02,	3.250E+02
34,	12:45:44,	34,	2.236E+02,	3.700E+02,	3.370E+02
35,	12:45:45,	35,	2.305E+02,	3.790E+02,	3.480E+02
36,	12:45:46,	36,	2.340E+02,	3.880E+02,	3.560E+02
37,	12:45:48,	37,	2.374E+02,	3.960E+02,	3.660E+02
38,	12:45:49,	38,	2.408E+02,	4.140E+02,	3.770E+02
39,	12:45:50,	39,	2.478E+02,	4.340E+02,	3.900E+02
40,	12:45:52,	40,	2.513E+02,	4.390E+02,	3.990E+02
41,	12:45:53,	41,	2.547E+02,	4.680E+02,	4.070E+02
42,	12:45:54,	42,	2.616E+02,	4.850E+02,	4.210E+02
