No,	 time,		 sec,	 TPG202 [mbar],	 TPG361_D1 [mbar],	 TPG361_D2 [mbar]
11,	03:17:15,	10,	9.970E+01,	1.340E+02,	1.210E+02
12,	03:17:16,	11,	1.129E+02,	1.430E+02,	1.290E+02
13,	03:17:17,	12,	1.167E+02,	1.510E+02,	1.380E+02
14,	03:17:18,	13,	1.240E+02,	1.570E+02,	1.460E+02
15,	03:17:20,	14,	1.273E+02,	1.660E+02,	1.530E+02
16,	03:17:21,	15,	1.308E+02,	1.720E+02,	1.600E+02
17,	03:17:22,	16,	1.341E+02,	1.790E+02,	1.650E+02
18,	03:17:24,	17,	1.409E+02,	1.860E+02,	1.720E+02
19,	03:17:25,	18,	1.442E+02,	1.920E+02,	1.770E+02
20,	03:17:26,	19,	1.475E+02,	2.000E+02,	1.840E+02
21,	03:17:28,	20,	1.543E+02,	2.090E+02,	1.900E+02
22,	03:17:29,	21,	1.576E+02,	2.250E+02,	1.970E+02
23,	03:17:30,	22,	1.609E+02,	2.350E+02,	2.020E+02
24,	03:17:31,	23,	1.643E+02,	2.440E+02,	2.090E+02
25,	03:17:33,	24,	1.710E+02,	2.560E+02,	2.200E+02
26,	03:17:34,	25,	1.742E+02,	2.660E+02,	2.300E+02
27,	03:17:35,	26,	1.776E+02,	2.780E+02,	2.440E+02
28,	03:17:37,	27,	1.843E+02,	2.860E+02,	2.530E+02
29,	03:17:38,	28,	1.878E+02,	2.960E+02,	2.630E+02
30,	03:17:39,	29,	1.909E+02,	3.040E+02,	2.750E+02
31,	03:17:40,	30,	1.977E+02,	3.180E+02,	2.830E+02
32,	03:17:42,	31,	2.010E+02,	3.250E+02,	2.910E+02
33,	03:17:43,	33,	2.030E+02,	3.370E+02,	3.080E+02
34,	03:17:44,	34,	2.097E+02,	3.480E+02,	3.170E+02
35,	03:17:46,	35,	2.129E+02,	3.580E+02,	3.270E+02
36,	03:17:47,	36,	2.163E+02,	3.680E+02,	3.380E+02
37,	03:17:48,	37,	2.230E+02,	3.770E+02,	3.440E+02
