No,	 time,		 sec,	 TPG202 [mbar],	 TPG361_D1 [mbar],	 TPG361_D2 [mbar]
1,	12:25:20,	0,	1.400E-01,	5.180E-03,	5.060E-03
2,	12:25:21,	1,	1.400E-01,	5.180E-03,	5.030E-03
3,	12:25:23,	2,	1.400E-01,	5.180E-03,	5.050E-03
4,	12:25:24,	3,	1.400E-01,	5.180E-03,	5.040E-03
5,	12:25:25,	4,	1.400E-01,	5.180E-03,	5.040E-03
6,	12:25:27,	5,	1.400E-01,	5.180E-03,	5.030E-03
7,	12:25:28,	6,	1.400E-01,	5.180E-03,	5.010E-03
8,	12:25:29,	7,	1.400E-01,	5.190E-03,	4.610E-03
9,	12:25:31,	8,	1.400E-01,	5.000E-03,	1.580E-03
10,	12:25:32,	9,	1.200E-01,	5.060E-03,	7.910E-04
11,	12:25:33,	10,	1.200E-01,	5.380E-03,	4.480E-04
12,	12:25:34,	11,	7.200E-02,	9.990E-03,	3.120E-04
13,	12:25:36,	12,	6.000E-02,	1.000E-02,	2.210E-04
14,	12:25:37,	13,	5.000E-02,	9.990E-03,	1.570E-04
15,	12:25:38,	14,	3.600E-02,	9.990E-03,	1.120E-04
16,	12:25:40,	15,	3.100E-02,	9.990E-03,	8.600E-05
17,	12:25:41,	16,	2.700E-02,	9.990E-03,	7.270E-05
18,	12:25:42,	17,	2.700E-02,	9.990E-03,	5.420E-05
19,	12:25:43,	18,	1.900E-02,	1.000E-02,	4.240E-05
20,	12:25:45,	19,	1.700E-02,	9.990E-03,	3.590E-05
21,	12:25:46,	20,	1.600E-02,	9.990E-03,	3.880E-05
22,	12:25:47,	21,	1.500E-02,	9.990E-03,	3.470E-05
23,	12:25:49,	22,	1.200E-02,	9.990E-03,	3.190E-05
24,	12:25:50,	23,	1.200E-02,	9.990E-03,	2.970E-05
25,	12:25:51,	24,	1.100E-02,	9.990E-03,	2.820E-05
26,	12:25:53,	25,	1.100E-02,	1.000E-02,	2.660E-05
27,	12:25:54,	26,	1.100E-02,	9.990E-03,	2.550E-05
28,	12:25:55,	27,	1.100E-02,	9.990E-03,	2.450E-05
29,	12:25:56,	28,	1.000E-02,	9.990E-03,	2.370E-05
30,	12:25:58,	29,	1.000E-02,	1.000E-02,	2.310E-05
31,	12:25:59,	30,	1.000E-02,	9.990E-03,	2.260E-05
32,	12:26:00,	31,	1.000E-02,	9.990E-03,	2.210E-05
33,	12:26:02,	33,	1.000E-02,	9.990E-03,	2.170E-05
34,	12:26:03,	34,	1.000E-02,	9.990E-03,	2.130E-05
35,	12:26:04,	35,	1.000E-02,	9.990E-03,	2.100E-05
36,	12:26:06,	36,	1.000E-02,	9.990E-03,	2.060E-05
37,	12:26:07,	37,	1.000E-02,	9.990E-03,	2.030E-05
38,	12:26:08,	38,	1.000E-02,	9.990E-03,	2.000E-05
39,	12:26:09,	39,	9.900E-03,	9.990E-03,	1.970E-05
40,	12:26:11,	40,	9.900E-03,	9.990E-03,	1.950E-05
41,	12:26:12,	41,	9.900E-03,	9.990E-03,	1.920E-05
42,	12:26:13,	42,	9.900E-03,	1.000E-02,	1.900E-05
43,	12:26:15,	43,	9.800E-03,	9.990E-03,	1.890E-05
44,	12:26:16,	44,	9.800E-03,	1.000E-02,	1.870E-05
45,	12:26:17,	45,	9.800E-03,	1.000E-02,	1.850E-05
46,	12:26:19,	46,	9.800E-03,	9.990E-03,	1.830E-05
47,	12:26:20,	47,	9.800E-03,	9.990E-03,	1.810E-05
48,	12:26:21,	48,	9.800E-03,	9.990E-03,	1.800E-05
49,	12:26:23,	49,	9.800E-03,	1.000E-02,	1.780E-05
50,	12:26:24,	50,	9.800E-03,	9.990E-03,	1.760E-05
51,	12:26:25,	51,	9.800E-03,	9.990E-03,	1.750E-05
52,	12:26:27,	52,	9.700E-03,	9.990E-03,	1.730E-05
53,	12:26:28,	53,	9.700E-03,	9.990E-03,	1.720E-05
54,	12:26:29,	54,	9.700E-03,	9.990E-03,	1.710E-05
