No,	 time,		 sec,	 TPG202 [mbar],	 TPG361_D1 [mbar],	 TPG361_D2 [mbar]
10,	02:57:52,	9,	5.120E+01,	6.440E+01,	6.020E+01
11,	02:57:53,	10,	6.510E+01,	6.770E+01,	6.260E+01
12,	02:57:54,	11,	6.710E+01,	7.070E+01,	6.540E+01
13,	02:57:56,	12,	6.890E+01,	7.370E+01,	6.850E+01
14,	02:57:57,	13,	7.250E+01,	7.650E+01,	7.150E+01
15,	02:57:58,	14,	7.440E+01,	7.910E+01,	7.430E+01
16,	02:58:00,	15,	7.610E+01,	8.190E+01,	7.720E+01
17,	02:58:01,	16,	7.810E+01,	8.440E+01,	8.000E+01
18,	02:58:02,	17,	8.180E+01,	8.740E+01,	8.260E+01
19,	02:58:04,	18,	8.370E+01,	9.000E+01,	8.530E+01
20,	02:58:05,	19,	8.540E+01,	9.230E+01,	8.800E+01
21,	02:58:06,	20,	8.910E+01,	9.510E+01,	9.090E+01
22,	02:58:07,	21,	9.090E+01,	9.700E+01,	9.300E+01
23,	02:58:09,	22,	9.270E+01,	1.010E+02,	9.590E+01
24,	02:58:10,	23,	9.460E+01,	1.040E+02,	9.820E+01
25,	02:58:11,	24,	9.830E+01,	1.080E+02,	1.010E+02
26,	02:58:13,	25,	1.002E+02,	1.120E+02,	1.030E+02
27,	02:58:14,	26,	1.019E+02,	1.160E+02,	1.070E+02
28,	02:58:15,	27,	1.056E+02,	1.210E+02,	1.110E+02
29,	02:58:16,	28,	1.074E+02,	1.250E+02,	1.160E+02
30,	02:58:18,	29,	1.094E+02,	1.300E+02,	1.200E+02
31,	02:58:19,	30,	1.131E+02,	1.330E+02,	1.250E+02
32,	02:58:20,	31,	1.148E+02,	1.370E+02,	1.290E+02
33,	02:58:22,	33,	1.167E+02,	1.420E+02,	1.320E+02
34,	02:58:23,	34,	1.167E+02,	1.450E+02,	1.360E+02
35,	02:58:24,	35,	1.221E+02,	1.480E+02,	1.410E+02
36,	02:58:25,	36,	1.239E+02,	1.530E+02,	1.450E+02
37,	02:58:27,	37,	1.258E+02,	1.570E+02,	1.480E+02
38,	02:58:28,	38,	1.295E+02,	1.600E+02,	1.530E+02
39,	02:58:29,	39,	1.313E+02,	1.640E+02,	1.570E+02
40,	02:58:31,	40,	1.331E+02,	1.670E+02,	1.600E+02
41,	02:58:32,	41,	1.368E+02,	1.710E+02,	1.650E+02
42,	02:58:33,	42,	1.386E+02,	1.750E+02,	1.660E+02
43,	02:58:35,	43,	1.404E+02,	1.780E+02,	1.700E+02
44,	02:58:36,	44,	1.441E+02,	1.820E+02,	1.740E+02
45,	02:58:37,	45,	1.460E+02,	1.850E+02,	1.770E+02
46,	02:58:39,	46,	1.478E+02,	1.890E+02,	1.800E+02
47,	02:58:40,	47,	1.496E+02,	1.920E+02,	1.830E+02
48,	02:58:41,	48,	1.533E+02,	1.950E+02,	1.870E+02
49,	02:58:42,	49,	1.551E+02,	1.990E+02,	1.920E+02
50,	02:58:44,	50,	1.569E+02,	2.060E+02,	1.950E+02
51,	02:58:45,	51,	1.607E+02,	2.140E+02,	1.980E+02
52,	02:58:46,	52,	1.625E+02,	2.180E+02,	2.010E+02
53,	02:58:48,	53,	1.643E+02,	2.240E+02,	2.050E+02
54,	02:58:49,	54,	1.679E+02,	2.320E+02,	2.090E+02
55,	02:58:50,	55,	1.697E+02,	2.400E+02,	2.160E+02
56,	02:58:52,	56,	1.716E+02,	2.430E+02,	2.220E+02
57,	02:58:53,	57,	1.752E+02,	2.500E+02,	2.270E+02
58,	02:58:54,	58,	1.771E+02,	2.550E+02,	2.330E+02
59,	02:58:56,	59,	1.789E+02,	2.580E+02,	2.420E+02
60,	02:58:57,	60,	1.826E+02,	2.670E+02,	2.480E+02
61,	02:58:58,	61,	1.844E+02,	2.760E+02,	2.530E+02
62,	02:59:00,	62,	1.862E+02,	2.810E+02,	2.580E+02
63,	02:59:01,	63,	1.899E+02,	2.850E+02,	2.660E+02
64,	02:59:02,	64,	1.918E+02,	2.930E+02,	2.710E+02
65,	02:59:04,	65,	1.936E+02,	2.980E+02,	2.770E+02
66,	02:59:05,	66,	1.972E+02,	3.040E+02,	2.800E+02
67,	02:59:06,	67,	1.990E+02,	3.110E+02,	2.890E+02
68,	02:59:08,	68,	2.020E+02,	3.170E+02,	2.940E+02
69,	02:59:09,	69,	2.037E+02,	3.220E+02,	3.000E+02
70,	02:59:10,	70,	2.054E+02,	3.290E+02,	3.050E+02
71,	02:59:12,	71,	2.092E+02,	3.320E+02,	3.100E+02
72,	02:59:13,	72,	2.110E+02,	3.370E+02,	3.170E+02
73,	02:59:14,	73,	2.128E+02,	3.430E+02,	3.220E+02
74,	02:59:16,	74,	2.165E+02,	3.500E+02,	3.320E+02
75,	02:59:17,	75,	2.184E+02,	3.540E+02,	3.360E+02
76,	02:59:18,	76,	2.202E+02,	3.610E+02,	3.440E+02
77,	02:59:20,	77,	2.238E+02,	3.640E+02,	3.490E+02
78,	02:59:21,	78,	2.256E+02,	3.720E+02,	3.550E+02
