# theta1 Wellenlänge
72.91, 1.06
73.11, 1.29
73.71, 1.45
72.58, 1.72
68.2, 1.96
64.28, 2.156
40.33, 2.32
30.0, 2.51
59.3, 2.65






